
----------- Ïðîòîêîë ------------ Äàòà: 15.12.2025 16:58:13 ------------ 


----- Ïàðàìåòðû --------
-in: in.txt
-out: in.txt.out
-log: in.txt.log
---- Èñõîäíûå äàííûå ------
Êîëè÷åñòâî ñèìâîëîâ: 1845
Ïðîèãíîðèðîâàíî:   0
Êîëè÷åñòâî ñòðîê:  94

------------------------------ ÒÀÁËÈÖÀ ËÅÊÑÅÌ  ------------------------

|  N | ËÅÊÑÅÌÀ | ÑÒÐÎÊÀ | ÈÍÄÅÊÑ Â ÒÈ |
1962:I->i!i              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1963: SAVESTATE:          78
1963:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i!i]{C}b{C}N}$      
1964:                    @i]{i=i+l;ui;}i=i(l,l,l);     !i]{C}b{C}N}$       
1965: TS_NOK/NS_NORULECHï¿½IN
1965: RESSTATE            
1965:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1966:I->i!l              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1967: SAVESTATE:          78
1967:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i!l]{C}b{C}N}$      
1968:                    @i]{i=i+l;ui;}i=i(l,l,l);     !l]{C}b{C}N}$       
1969: TS_NOK/NS_NORULECHï¿½IN
1969: RESSTATE            
1969:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1970:I->i?i              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1971: SAVESTATE:          78
1971:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i?i]{C}b{C}N}$      
1972:                    @i]{i=i+l;ui;}i=i(l,l,l);     ?i]{C}b{C}N}$       
1973: TS_NOK/NS_NORULECHï¿½IN
1973: RESSTATE            
1973:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1974:I->i?l              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1975: SAVESTATE:          78
1975:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i?l]{C}b{C}N}$      
1976:                    @i]{i=i+l;ui;}i=i(l,l,l);     ?l]{C}b{C}N}$       
1977: TS_NOK/NS_NORULECHï¿½IN
1977: RESSTATE            
1977:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1978:I->i>i              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1979: SAVESTATE:          78
1979:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i>i]{C}b{C}N}$      
1980:                    @i]{i=i+l;ui;}i=i(l,l,l);     >i]{C}b{C}N}$       
1981: TS_NOK/NS_NORULECHï¿½IN
1981: RESSTATE            
1981:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1982:I->i>l              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1983: SAVESTATE:          78
1983:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i>l]{C}b{C}N}$      
1984:                    @i]{i=i+l;ui;}i=i(l,l,l);     >l]{C}b{C}N}$       
1985: TS_NOK/NS_NORULECHï¿½IN
1985: RESSTATE            
1985:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1986:I->i<i              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1987: SAVESTATE:          78
1987:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i<i]{C}b{C}N}$      
1988:                    @i]{i=i+l;ui;}i=i(l,l,l);     <i]{C}b{C}N}$       
1989: TS_NOK/NS_NORULECHï¿½IN
1989: RESSTATE            
1989:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1990:I->i<l              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1991: SAVESTATE:          78
1991:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i<l]{C}b{C}N}$      
1992:                    @i]{i=i+l;ui;}i=i(l,l,l);     <l]{C}b{C}N}$       
1993: TS_NOK/NS_NORULECHï¿½IN
1993: RESSTATE            
1993:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1994:I->i#i              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1995: SAVESTATE:          78
1995:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i#i]{C}b{C}N}$      
1996:                    @i]{i=i+l;ui;}i=i(l,l,l);     #i]{C}b{C}N}$       
1997: TS_NOK/NS_NORULECHï¿½IN
1997: RESSTATE            
1997:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1998:I->i#l              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
1999: SAVESTATE:          78
1999:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i#l]{C}b{C}N}$      
2000:                    @i]{i=i+l;ui;}i=i(l,l,l);     #l]{C}b{C}N}$       
2001: TS_NOK/NS_NORULECHï¿½IN
2001: RESSTATE            
2001:                    i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
2002:I->i@i              i@i]{i=i+l;ui;}i=i(l,l,l)     I]{C}b{C}N}$        
2003: SAVESTATE:          78
2003:                    i@i]{i=i+l;ui;}i=i(l,l,l)     i@i]{C}b{C}N}$      
2004:                    @i]{i=i+l;ui;}i=i(l,l,l);     @i]{C}b{C}N}$       
2005:                    i]{i=i+l;ui;}i=i(l,l,l);u     i]{C}b{C}N}$        
2006:                    ]{i=i+l;ui;}i=i(l,l,l);ui     ]{C}b{C}N}$         
2007:                    {i=i+l;ui;}i=i(l,l,l);ui;     {C}b{C}N}$          
2008:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2009:C->i=E;             i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2010: SAVESTATE:          79
2010:                    i=i+l;ui;}i=i(l,l,l);ui;e     i=E;}b{C}N}$        
2011:                    =i+l;ui;}i=i(l,l,l);ui;et     =E;}b{C}N}$         
2012:                    i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2013:E->i                i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2014: SAVESTATE:          80
2014:                    i+l;ui;}i=i(l,l,l);ui;eti     i;}b{C}N}$          
2015:                    +l;ui;}i=i(l,l,l);ui;eti;     ;}b{C}N}$           
2016: TS_NOK/NS_NORULECHï¿½IN
2016: RESSTATE            
2016:                    i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2017:E->i(W)             i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2018: SAVESTATE:          80
2018:                    i+l;ui;}i=i(l,l,l);ui;eti     i(W);}b{C}N}$       
2019:                    +l;ui;}i=i(l,l,l);ui;eti;     (W);}b{C}N}$        
2020: TS_NOK/NS_NORULECHï¿½IN
2020: RESSTATE            
2020:                    i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2021:E->i(F)             i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2022: SAVESTATE:          80
2022:                    i+l;ui;}i=i(l,l,l);ui;eti     i(F);}b{C}N}$       
2023:                    +l;ui;}i=i(l,l,l);ui;eti;     (F);}b{C}N}$        
2024: TS_NOK/NS_NORULECHï¿½IN
2024: RESSTATE            
2024:                    i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2025:E->iM               i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2026: SAVESTATE:          80
2026:                    i+l;ui;}i=i(l,l,l);ui;eti     iM;}b{C}N}$         
2027:                    +l;ui;}i=i(l,l,l);ui;eti;     M;}b{C}N}$          
2028:M->+EA              +l;ui;}i=i(l,l,l);ui;eti;     M;}b{C}N}$          
2029: SAVESTATE:          81
2029:                    +l;ui;}i=i(l,l,l);ui;eti;     +EA;}b{C}N}$        
2030:                    l;ui;}i=i(l,l,l);ui;eti;e     EA;}b{C}N}$         
2031:E->l                l;ui;}i=i(l,l,l);ui;eti;e     EA;}b{C}N}$         
2032: SAVESTATE:          82
2032:                    l;ui;}i=i(l,l,l);ui;eti;e     lA;}b{C}N}$         
2033:                    ;ui;}i=i(l,l,l);ui;eti;et     A;}b{C}N}$          
2034: TNS_NORULECHAIN/NS_NORULE
2034: RESSTATE            
2034:                    l;ui;}i=i(l,l,l);ui;eti;e     EA;}b{C}N}$         
2035:E->lM               l;ui;}i=i(l,l,l);ui;eti;e     EA;}b{C}N}$         
2036: SAVESTATE:          82
2036:                    l;ui;}i=i(l,l,l);ui;eti;e     lMA;}b{C}N}$        
2037:                    ;ui;}i=i(l,l,l);ui;eti;et     MA;}b{C}N}$         
2038: TNS_NORULECHAIN/NS_NORULE
2038: RESSTATE            
2038:                    l;ui;}i=i(l,l,l);ui;eti;e     EA;}b{C}N}$         
2039: TNS_NORULECHAIN/NS_NORULE
2039: RESSTATE            
2039:                    +l;ui;}i=i(l,l,l);ui;eti;     M;}b{C}N}$          
2040:M->+E               +l;ui;}i=i(l,l,l);ui;eti;     M;}b{C}N}$          
2041: SAVESTATE:          81
2041:                    +l;ui;}i=i(l,l,l);ui;eti;     +E;}b{C}N}$         
2042:                    l;ui;}i=i(l,l,l);ui;eti;e     E;}b{C}N}$          
2043:E->l                l;ui;}i=i(l,l,l);ui;eti;e     E;}b{C}N}$          
2044: SAVESTATE:          82
2044:                    l;ui;}i=i(l,l,l);ui;eti;e     l;}b{C}N}$          
2045:                    ;ui;}i=i(l,l,l);ui;eti;et     ;}b{C}N}$           
2046:                    ui;}i=i(l,l,l);ui;eti;eti     }b{C}N}$            
2047: TS_NOK/NS_NORULECHï¿½IN
2047: RESSTATE            
2047:                    l;ui;}i=i(l,l,l);ui;eti;e     E;}b{C}N}$          
2048:E->lM               l;ui;}i=i(l,l,l);ui;eti;e     E;}b{C}N}$          
2049: SAVESTATE:          82
2049:                    l;ui;}i=i(l,l,l);ui;eti;e     lM;}b{C}N}$         
2050:                    ;ui;}i=i(l,l,l);ui;eti;et     M;}b{C}N}$          
2051: TNS_NORULECHAIN/NS_NORULE
2051: RESSTATE            
2051:                    l;ui;}i=i(l,l,l);ui;eti;e     E;}b{C}N}$          
2052: TNS_NORULECHAIN/NS_NORULE
2052: RESSTATE            
2052:                    +l;ui;}i=i(l,l,l);ui;eti;     M;}b{C}N}$          
2053: TNS_NORULECHAIN/NS_NORULE
2053: RESSTATE            
2053:                    i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2054:E->i(W)             i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2055: SAVESTATE:          80
2055:                    i+l;ui;}i=i(l,l,l);ui;eti     i(W);}b{C}N}$       
2056:                    +l;ui;}i=i(l,l,l);ui;eti;     (W);}b{C}N}$        
2057: TS_NOK/NS_NORULECHï¿½IN
2057: RESSTATE            
2057:                    i+l;ui;}i=i(l,l,l);ui;eti     E;}b{C}N}$          
2058: TNS_NORULECHAIN/NS_NORULE
2058: RESSTATE            
2058:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2059:C->i=E;C            i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2060: SAVESTATE:          79
2060:                    i=i+l;ui;}i=i(l,l,l);ui;e     i=E;C}b{C}N}$       
2061:                    =i+l;ui;}i=i(l,l,l);ui;et     =E;C}b{C}N}$        
2062:                    i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2063:E->i                i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2064: SAVESTATE:          80
2064:                    i+l;ui;}i=i(l,l,l);ui;eti     i;C}b{C}N}$         
2065:                    +l;ui;}i=i(l,l,l);ui;eti;     ;C}b{C}N}$          
2066: TS_NOK/NS_NORULECHï¿½IN
2066: RESSTATE            
2066:                    i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2067:E->i(W)             i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2068: SAVESTATE:          80
2068:                    i+l;ui;}i=i(l,l,l);ui;eti     i(W);C}b{C}N}$      
2069:                    +l;ui;}i=i(l,l,l);ui;eti;     (W);C}b{C}N}$       
2070: TS_NOK/NS_NORULECHï¿½IN
2070: RESSTATE            
2070:                    i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2071:E->i(F)             i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2072: SAVESTATE:          80
2072:                    i+l;ui;}i=i(l,l,l);ui;eti     i(F);C}b{C}N}$      
2073:                    +l;ui;}i=i(l,l,l);ui;eti;     (F);C}b{C}N}$       
2074: TS_NOK/NS_NORULECHï¿½IN
2074: RESSTATE            
2074:                    i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2075:E->iM               i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2076: SAVESTATE:          80
2076:                    i+l;ui;}i=i(l,l,l);ui;eti     iM;C}b{C}N}$        
2077:                    +l;ui;}i=i(l,l,l);ui;eti;     M;C}b{C}N}$         
2078:M->+EA              +l;ui;}i=i(l,l,l);ui;eti;     M;C}b{C}N}$         
2079: SAVESTATE:          81
2079:                    +l;ui;}i=i(l,l,l);ui;eti;     +EA;C}b{C}N}$       
2080:                    l;ui;}i=i(l,l,l);ui;eti;e     EA;C}b{C}N}$        
2081:E->l                l;ui;}i=i(l,l,l);ui;eti;e     EA;C}b{C}N}$        
2082: SAVESTATE:          82
2082:                    l;ui;}i=i(l,l,l);ui;eti;e     lA;C}b{C}N}$        
2083:                    ;ui;}i=i(l,l,l);ui;eti;et     A;C}b{C}N}$         
2084: TNS_NORULECHAIN/NS_NORULE
2084: RESSTATE            
2084:                    l;ui;}i=i(l,l,l);ui;eti;e     EA;C}b{C}N}$        
2085:E->lM               l;ui;}i=i(l,l,l);ui;eti;e     EA;C}b{C}N}$        
2086: SAVESTATE:          82
2086:                    l;ui;}i=i(l,l,l);ui;eti;e     lMA;C}b{C}N}$       
2087:                    ;ui;}i=i(l,l,l);ui;eti;et     MA;C}b{C}N}$        
2088: TNS_NORULECHAIN/NS_NORULE
2088: RESSTATE            
2088:                    l;ui;}i=i(l,l,l);ui;eti;e     EA;C}b{C}N}$        
2089: TNS_NORULECHAIN/NS_NORULE
2089: RESSTATE            
2089:                    +l;ui;}i=i(l,l,l);ui;eti;     M;C}b{C}N}$         
2090:M->+E               +l;ui;}i=i(l,l,l);ui;eti;     M;C}b{C}N}$         
2091: SAVESTATE:          81
2091:                    +l;ui;}i=i(l,l,l);ui;eti;     +E;C}b{C}N}$        
2092:                    l;ui;}i=i(l,l,l);ui;eti;e     E;C}b{C}N}$         
2093:E->l                l;ui;}i=i(l,l,l);ui;eti;e     E;C}b{C}N}$         
2094: SAVESTATE:          82
2094:                    l;ui;}i=i(l,l,l);ui;eti;e     l;C}b{C}N}$         
2095:                    ;ui;}i=i(l,l,l);ui;eti;et     ;C}b{C}N}$          
2096:                    ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2097:C->ui;              ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2098: SAVESTATE:          83
2098:                    ui;}i=i(l,l,l);ui;eti;eti     ui;}b{C}N}$         
2099:                    i;}i=i(l,l,l);ui;eti;eti;     i;}b{C}N}$          
2100:                    ;}i=i(l,l,l);ui;eti;eti;e     ;}b{C}N}$           
2101:                    }i=i(l,l,l);ui;eti;eti;et     }b{C}N}$            
2102:                    i=i(l,l,l);ui;eti;eti;eti     b{C}N}$             
2103: TS_NOK/NS_NORULECHï¿½IN
2103: RESSTATE            
2103:                    ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2104:C->ui;C             ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2105: SAVESTATE:          83
2105:                    ui;}i=i(l,l,l);ui;eti;eti     ui;C}b{C}N}$        
2106:                    i;}i=i(l,l,l);ui;eti;eti;     i;C}b{C}N}$         
2107:                    ;}i=i(l,l,l);ui;eti;eti;e     ;C}b{C}N}$          
2108:                    }i=i(l,l,l);ui;eti;eti;et     C}b{C}N}$           
2109: TNS_NORULECHAIN/NS_NORULE
2109: RESSTATE            
2109:                    ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2110:C->ul;              ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2111: SAVESTATE:          83
2111:                    ui;}i=i(l,l,l);ui;eti;eti     ul;}b{C}N}$         
2112:                    i;}i=i(l,l,l);ui;eti;eti;     l;}b{C}N}$          
2113: TS_NOK/NS_NORULECHï¿½IN
2113: RESSTATE            
2113:                    ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2114:C->ul;C             ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2115: SAVESTATE:          83
2115:                    ui;}i=i(l,l,l);ui;eti;eti     ul;C}b{C}N}$        
2116:                    i;}i=i(l,l,l);ui;eti;eti;     l;C}b{C}N}$         
2117: TS_NOK/NS_NORULECHï¿½IN
2117: RESSTATE            
2117:                    ui;}i=i(l,l,l);ui;eti;eti     C}b{C}N}$           
2118: TNS_NORULECHAIN/NS_NORULE
2118: RESSTATE            
2118:                    l;ui;}i=i(l,l,l);ui;eti;e     E;C}b{C}N}$         
2119:E->lM               l;ui;}i=i(l,l,l);ui;eti;e     E;C}b{C}N}$         
2120: SAVESTATE:          82
2120:                    l;ui;}i=i(l,l,l);ui;eti;e     lM;C}b{C}N}$        
2121:                    ;ui;}i=i(l,l,l);ui;eti;et     M;C}b{C}N}$         
2122: TNS_NORULECHAIN/NS_NORULE
2122: RESSTATE            
2122:                    l;ui;}i=i(l,l,l);ui;eti;e     E;C}b{C}N}$         
2123: TNS_NORULECHAIN/NS_NORULE
2123: RESSTATE            
2123:                    +l;ui;}i=i(l,l,l);ui;eti;     M;C}b{C}N}$         
2124: TNS_NORULECHAIN/NS_NORULE
2124: RESSTATE            
2124:                    i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2125:E->i(W)             i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2126: SAVESTATE:          80
2126:                    i+l;ui;}i=i(l,l,l);ui;eti     i(W);C}b{C}N}$      
2127:                    +l;ui;}i=i(l,l,l);ui;eti;     (W);C}b{C}N}$       
2128: TS_NOK/NS_NORULECHï¿½IN
2128: RESSTATE            
2128:                    i+l;ui;}i=i(l,l,l);ui;eti     E;C}b{C}N}$         
2129: TNS_NORULECHAIN/NS_NORULE
2129: RESSTATE            
2129:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2130:C->i=l;             i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2131: SAVESTATE:          79
2131:                    i=i+l;ui;}i=i(l,l,l);ui;e     i=l;}b{C}N}$        
2132:                    =i+l;ui;}i=i(l,l,l);ui;et     =l;}b{C}N}$         
2133:                    i+l;ui;}i=i(l,l,l);ui;eti     l;}b{C}N}$          
2134: TS_NOK/NS_NORULECHï¿½IN
2134: RESSTATE            
2134:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2135:C->i=l;C            i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2136: SAVESTATE:          79
2136:                    i=i+l;ui;}i=i(l,l,l);ui;e     i=l;C}b{C}N}$       
2137:                    =i+l;ui;}i=i(l,l,l);ui;et     =l;C}b{C}N}$        
2138:                    i+l;ui;}i=i(l,l,l);ui;eti     l;C}b{C}N}$         
2139: TS_NOK/NS_NORULECHï¿½IN
2139: RESSTATE            
2139:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2140:C->i=i(E);C         i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2141: SAVESTATE:          79
2141:                    i=i+l;ui;}i=i(l,l,l);ui;e     i=i(E);C}b{C}N}$    
2142:                    =i+l;ui;}i=i(l,l,l);ui;et     =i(E);C}b{C}N}$     
2143:                    i+l;ui;}i=i(l,l,l);ui;eti     i(E);C}b{C}N}$      
2144:                    +l;ui;}i=i(l,l,l);ui;eti;     (E);C}b{C}N}$       
2145: TS_NOK/NS_NORULECHï¿½IN
2145: RESSTATE            
2145:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2146:C->i=i(E);          i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2147: SAVESTATE:          79
2147:                    i=i+l;ui;}i=i(l,l,l);ui;e     i=i(E);}b{C}N}$     
2148:                    =i+l;ui;}i=i(l,l,l);ui;et     =i(E);}b{C}N}$      
2149:                    i+l;ui;}i=i(l,l,l);ui;eti     i(E);}b{C}N}$       
2150:                    +l;ui;}i=i(l,l,l);ui;eti;     (E);}b{C}N}$        
2151: TS_NOK/NS_NORULECHï¿½IN
2151: RESSTATE            
2151:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2152:C->i(W);            i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2153: SAVESTATE:          79
2153:                    i=i+l;ui;}i=i(l,l,l);ui;e     i(W);}b{C}N}$       
2154:                    =i+l;ui;}i=i(l,l,l);ui;et     (W);}b{C}N}$        
2155: TS_NOK/NS_NORULECHï¿½IN
2155: RESSTATE            
2155:                    i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
2156:C->i(W);C           i=i+l;ui;}i=i(l,l,l);ui;e     C}b{C}N}$           
